name,input_size_bytes,num_keys,hash_map_double_BUILD,hash_map_double_QUERY,hash_map_double_HEAP,#2048_λ=1:phf_group_BUILD,#2048_λ=1:phf_group_QUERY,#2048_λ=1:phf_group_HEAP,#4096_λ=1:phf_group_BUILD,#4096_λ=1:phf_group_QUERY,#4096_λ=1:phf_group_HEAP,#8192_λ=1:phf_group_BUILD,#8192_λ=1:phf_group_QUERY,#8192_λ=1:phf_group_HEAP,#2048_λ=5:phf_group_BUILD,#2048_λ=5:phf_group_QUERY,#2048_λ=5:phf_group_HEAP,#4096_λ=5:phf_group_BUILD,#4096_λ=5:phf_group_QUERY,#4096_λ=5:phf_group_HEAP,#8192_λ=5:phf_group_BUILD,#8192_λ=5:phf_group_QUERY,#8192_λ=5:phf_group_HEAP,
bestbuy_large_record_(1GB),1044619305,6799457,0.7701935596666667,0.611544818,142606436,0.9796494743333334,0.5533069434000001,68289530,1.0195999213333333,0.559336849,68584442,1.0807553516666666,0.5896918266,69174266,0.6775244473333334,0.4446728994,24779554,0.70940738,0.4492791542000001,25080882,0.7656126896666667,0.47424940600000004,25683994,
crossref1_(551MB),550523996,5789238,0.5892176459999999,0.5133634828,142615072,0.7634968123333333,0.4387181536,58197252,0.7921743723333333,0.44430835700000004,58492164,0.8428166859999999,0.4695093748,59081988,0.5081259483333334,0.3755787986,21152572,0.5343990163333333,0.38200665100000003,21454060,0.5757434626666668,0.3988796362,22057420,
crossref2_(1.1GB),1075392435,11451863,1.2492186633333333,1.1496990644,285230112,1.5186646953333334,1.1454835676000001,114834614,1.5679860440000002,1.1571361002,115129526,1.651779375,1.2062598392,115719350,1.0283180630000002,0.7880162256,41548246,1.0494727493333336,0.7973497592000001,41850190,1.1226313693333332,0.8408736874,42453734,
crossref4_(2.1GB),2072171741,22476255,2.7344507013333335,2.5538004752,570460192,2.994879287,2.7850338442000004,225094014,3.1053524466666667,2.8312811178000006,225388926,3.2646351510000002,2.9384400284,225978750,2.069769379333333,2.1668807194,81249134,2.0918161943333335,2.185755834,81551982,2.2239067776666666,2.2858431226,82155686,
google_map_large_record_(1.1GB),1136069010,10401370,1.1834621140000001,1.035672833,285769760,1.4475959520000001,1.0121734066,104898172,1.498962004,1.0248199342,105193084,1.5805508499999998,1.07074098,105782908,1.003364188,0.7097674961999999,38185332,1.0348145883333333,0.7201373766000001,38492804,1.1057550170000001,0.7609018315999999,39111772,
nspl_large_record_(1.2GB),1210219151,3510428,0.521376913,0.2486386962,71303268,0.6518358413333333,0.2379109422,35399240,0.686690241,0.24243059560000005,35694152,0.725193308,0.2583094868,36283976,0.4930662286666667,0.21924736579999998,12939008,0.5350828106666666,0.22376651279999998,13240512,0.5668016046666667,0.24200653560000002,13843192,
twitter_large_record_(843MB),842634887,4676467,0.5946887053333333,0.41296126060000005,142606436,0.7317829689999998,0.33149308980000003,47059606,0.7746401853333333,0.33628598120000003,47354518,0.82238749,0.3554591548,47944342,0.5411813886666667,0.29043685340000003,17136870,0.559064345,0.292735713,17438190,0.6040018076666667,0.311235021,18041158,
walmart_large_record_(995MB),995350329,362598,0.30304232966666667,0.0120762682,8912996,0.33443753333333337,0.017937913399999998,3920940,0.34212905033333335,0.0200919012,4215852,0.3532173353333334,0.0232729896,4805676,0.32243377999999995,0.013642601200000002,1606940,0.340411396,0.015674838599999998,1908364,0.3730853336666667,0.020052213,2511132,
wiki_large_record_(1.1GB),1098988355,23827952,2.5600991683333336,2.7177346502,570427552,2.8289533779999996,2.9640659302,238576880,2.89802074,3.0108239644,238871792,3.0463718466666667,3.1225294632,239461616,1.8461795476666667,2.3506808798,86084640,1.8280391473333335,2.3641014962,86386128,1.9539425890000002,2.4641600204,86988640,
