name,input_size_bytes,num_keys,ptr_hash_double_BUILD,ptr_hash_double_QUERY,ptr_hash_double_HEAP,vfunc_double_BUILD,vfunc_double_QUERY,vfunc_double_HEAP,
bestbuy_large_record_(1GB),1044619305,6799457,0.506688795,0.1378463106,15641658,1.2992747616666667,0.1221233916,15269984,
crossref1_(551MB),550523996,5789238,0.40213040333333333,0.11371943899999999,13321166,1.0242220693333335,0.1019963934,12988720,
crossref2_(1.1GB),1075392435,11451863,0.7575038639999999,0.24164898139999996,26351324,2.0452480966666666,0.20412476540000002,25433880,
crossref4_(2.1GB),2072171741,22476255,1.429370223,0.5950293132000001,51717389,2.7721110283333332,0.5503957838,49948256,
google_map_large_record_(1.1GB),1136069010,10401370,0.726687342,0.22410119560000002,24131434,1.9601013183333331,0.19023648080000002,23355392,
nspl_large_record_(1.2GB),1210219151,3510428,0.39393597100000005,0.0587787842,8075488,0.7551481619999999,0.05593541280000001,7927928,
twitter_large_record_(843MB),842634887,4676467,0.4248189506666667,0.0841671182,10757878,0.9324649126666668,0.0770025114,10534448,
walmart_large_record_(995MB),995350329,362598,0.318290217,0.002826098,834202,0.8202948569999999,0.0028321582,817272,
wiki_large_record_(1.1GB),1098988355,23827952,1.2089766176666668,0.6538277459999999,54814961,2.6612193366666665,0.6108392052,52952024,
