QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$.meta.view.id,0.01349
1,$.data[0:100000][*],0.35996
2,$.data[0:200000][*],0.40575
3,$.data[0:300000][*],0.45126
4,$.data[0:400000][*],0.49683
5,$.data[0:500000][*],0.54237
6,$.data[0:600000][*],0.58817
7,$.data[0:700000][*],0.63386
8,$.data[0:800000][*],0.68012
9,$.data[0:900000][*],0.72529
10,$.data[0:1000000][*],0.77091
11,$.data[0:1100000][*],0.81664
12,$.data[0:1200000][*],0.86260
13,$.data[0:1300000][*],0.90789
14,$.data[0:1400000][*],0.95338
15,$.data[0:1500000][*],0.99886
16,$.data[0:1600000][*],1.04508
17,$.data[*],0.34400
18,$..id,0.12245
